SEQN,Gender,Age,BodyWeight
100198,M,0,5.3
100199,F,4,17.3
100200,F,43,104.5
100201,M,43,82.3
100202,F,22,85.7
100203,M,39,64.4
100204,F,36,87.2
100205,M,48,109.3
100206,F,62,95.4
100207,M,7,25.2
100208,M,17,69.8
100209,M,1,NA
100210,F,60,99.3
100211,F,41,72.7
100212,M,58,61.7
100213,M,66,85.9
100214,M,57,147.9
100215,F,0,NA
100216,F,42,52.8
100217,M,12,29.4
100218,M,4,17.4
100219,M,74,101.2
100220,F,3,14.2
100221,F,30,68.3
100222,F,65,91.9
100223,F,30,NA
100224,M,15,77.7
100225,F,14,58.9
100226,F,11,49.6
100227,F,5,17.9
100228,F,74,70
100229,M,59,82.4
100230,F,59,73.1
100231,F,69,118.5
100232,M,8,39.9
100233,F,65,96.9
100234,F,30,49.2
100235,M,77,70.9
100236,M,61,130.9
100237,F,9,28.2
100238,M,58,91.8
100239,M,5,28.1
100240,F,11,70.8
100241,F,36,55.5
100242,F,32,55.6
100243,M,70,NA
100244,M,62,100
100245,M,9,33.7
100246,F,22,44
100247,F,61,99.1
100248,M,28,71.4
100249,F,8,30.6
100250,F,57,78
100251,F,45,122.9
100252,M,80,78.6
100253,M,30,91.1
100254,F,28,72.4
100255,M,13,80.6
100256,M,2,NA
100257,F,55,75.6
100258,F,25,88.4
100259,F,9,30.7
100260,F,18,80
100261,F,80,80.3
100262,F,18,67.9
100263,F,80,NA
100264,M,26,NA
100265,F,55,52.9
100266,F,40,49.8
100267,F,0,8.6
100268,F,60,67.4
100269,F,24,76.4
100270,M,36,91.3
100271,F,36,81.1
100272,M,35,121.4
100273,M,71,56.6
100274,F,60,94.9
100275,F,11,56.5
100276,F,23,NA
100277,F,18,96.3
100278,F,75,84.6
100279,M,2,NA
100280,F,33,101.3
100281,F,59,97.7
100282,M,60,95.5
100283,F,65,99.6
100284,M,15,61.7
100285,F,18,NA
100286,F,45,96.1
100287,F,18,54.5
100288,F,43,106.2
100289,M,66,100.1
100290,M,1,9.7
100291,F,61,86.2
100292,F,56,125.5
100293,F,29,75
100294,F,40,71.9
100295,M,36,75.8
100296,F,11,31.4
100297,M,70,85.5
100298,F,47,103.6
100299,F,27,112.1
100300,F,14,NA
100301,F,53,99.5
100302,M,30,NA
100303,M,60,79
100304,M,4,25.3
100305,M,48,120.6
100306,M,0,3.9
100307,F,8,25.7
100308,F,2,13.3
100309,F,80,76
100310,F,9,30.4
100311,M,55,91.1
100312,F,9,34.7
100313,F,35,57.4
100314,M,9,24.6
100315,M,62,104.1
100316,M,13,43.9
100317,F,3,14.2
100318,M,41,112.4
100319,F,47,119.2
100320,M,3,25.3
100321,M,62,83.6
100322,M,3,18.9
100323,F,8,28.3
100324,F,46,69.2
100325,F,35,66.3
100326,F,21,92.3
100327,M,16,75.3
100328,M,0,8.3
100329,F,27,84.2
100330,M,3,15.8
100331,M,3,18.2
100332,M,43,69
100333,M,29,72.6
100334,M,25,81.6
100335,M,1,14.3
100336,M,18,65.9
100337,M,0,3.8
100338,M,45,75.4
100339,M,9,54.9
100340,F,5,18.7
100341,M,11,34.4
100342,M,17,97.5
100343,M,7,31.4
100344,F,8,24.6
100345,F,8,28
100346,F,79,52.2
100347,M,57,83.5
100348,F,49,84.8
100349,M,5,18.6
100350,M,12,NA
100351,M,11,53.7
100352,M,0,9.3
100353,M,59,49.5
100354,F,80,NA
100355,M,12,30.7
100356,F,39,92.7
100357,F,63,76.1
100358,F,62,101.7
100359,M,33,NA
100360,F,12,51.2
100361,M,57,115.4
100362,F,70,67.8
100363,M,63,92.7
100364,F,13,44.1
100365,F,22,63.7
100366,M,77,61.5
100367,M,15,66.5
100368,M,12,35.5
100369,F,55,61
100370,F,7,20.1
100371,M,4,19.2
100372,F,1,10.7
100373,M,74,63
100374,F,6,28.6
100375,M,10,31.3
100376,M,49,84.9
100377,M,47,69.6
100378,F,44,116.6
100379,M,14,67
100380,M,45,174.4
100381,F,2,14.4
100382,M,45,141.6
100383,M,0,10.8
100384,F,3,NA
100385,M,53,NA
100386,F,37,100.2
100387,F,19,NA
100388,F,56,96.3
100389,F,55,78.7
100390,F,67,70.3
100391,F,12,56.6
100392,F,0,9.1
100393,M,52,105.5
100394,M,16,NA
100395,F,77,79.5
100396,F,65,62.3
100397,M,2,11.9
100398,F,11,30.5
100399,F,74,81.7
100400,M,8,41
100401,F,5,19.5
100402,F,51,69.5
100403,F,9,31
100404,F,66,59.7
100405,M,17,84.1
100406,F,80,NA
100407,M,55,85
100408,F,6,25.9
100409,F,17,57.5
100410,F,58,88.1
100411,M,68,80.5
100412,F,65,75.2
100413,M,15,47.1
100414,M,80,79.7
100415,F,49,71.5
100416,F,2,12.9
100417,F,1,13.4
100418,M,31,74.5
100419,M,40,114.6
100420,M,34,97.5
100421,F,50,57.8
100422,M,66,65.7
100423,M,9,30.8
100424,F,73,60.6
100425,M,79,111.8
100426,M,1,11.3
100427,F,38,74.6
100428,F,29,68
100429,M,33,90.5
100430,M,13,45.4
100431,F,28,116.3
100432,M,29,89
100433,M,67,73.5
100434,F,32,104.5
100435,F,9,39.3
100436,F,48,112.7
100437,M,6,23.8
100438,F,22,60.5
100439,M,19,65.7
100440,F,28,61.3
100441,M,36,NA
100442,F,68,116.9
100443,M,26,134.1
100444,M,0,7.2
100445,F,61,62.6
100446,M,60,104.7
100447,M,50,92.1
100448,F,16,61.9
100449,F,0,4.3
100450,F,13,80.3
100451,F,40,58.7
100452,M,2,14.7
100453,F,80,NA
100454,F,52,60.8
100455,M,80,78.5
100456,M,8,NA
100457,F,19,54.8
100458,F,3,16.4
100459,F,2,11.4
100460,M,55,91
100461,F,19,52.9
100462,F,2,NA
100463,M,28,58.4
100464,M,32,116.7
100465,F,30,82.6
100466,M,18,146.5
100467,M,19,84.3
100468,F,52,83.1
100469,M,75,61.2
100470,M,17,51.2
100471,F,1,10.6
100472,M,6,20
100473,M,17,52.8
100474,F,67,84.2
100475,M,6,22.7
100476,F,38,56.9
100477,M,4,17.8
100478,M,8,32.9
100479,F,18,NA
100480,M,80,62.1
100481,F,59,74.7
100482,M,80,NA
100483,F,51,85.5
100484,F,55,90.2
100485,M,67,111.6
100486,M,74,91.1
100487,M,9,68.3
100488,M,19,79.4
100489,F,11,40.8
100490,F,80,45.3
100491,M,0,8.1
100492,M,55,106.1
100493,M,9,48
100494,M,29,104.6
100495,M,16,66.6
100496,M,1,12.7
100497,F,80,73.4
100498,M,2,14.9
100499,F,52,123.2
100500,F,34,86.8
100501,M,72,62.2
100502,M,10,41.4
100503,M,10,32.5
100504,M,11,73.3
100505,F,57,63.4
100506,F,11,71.5
100507,F,13,40.5
100508,F,80,61.4
100509,F,79,66.9
100510,F,37,73.2
100511,F,64,84.3
100512,M,12,33.1
100513,M,56,75.8
100514,M,37,98
100515,F,70,56.6
100516,M,61,116.3
100517,M,39,90.3
100518,M,14,49.2
100519,F,4,23.3
100520,M,10,54.2
100521,M,58,97.9
100522,M,10,NA
100523,F,12,53.4
100524,M,20,65.3
100525,M,0,10.2
100526,F,33,82.9
100527,F,0,8.8
100528,F,47,133.8
100529,M,4,18.3
100530,M,52,73.7
100531,M,80,73.2
100532,F,46,90.6
100533,F,4,19.7
100534,F,77,57.9
100535,F,56,68
100536,F,0,9.4
100537,F,32,96.4
100538,F,0,8
100539,F,14,62.4
100540,F,35,70
100541,F,0,5.9
100542,F,1,12.5
100543,F,9,26.8
100544,F,61,100.7
100545,F,15,66.3
100546,F,31,85.5
100547,M,12,50.5
100548,F,33,49.6
100549,F,76,66.8
100550,F,6,NA
100551,M,66,127.2
100552,M,9,38.9
100553,F,7,22.4
100554,M,65,116
100555,F,7,33
100556,F,65,46.5
100557,M,52,76.7
100558,M,60,72.8
100559,F,3,13.5
100560,F,74,101.2
100561,M,25,NA
100562,M,14,108.4
100563,F,45,115.7
100564,M,5,14
100565,M,70,81.5
100566,M,17,95.2
100567,M,8,26.4
100568,M,46,99.9
100569,M,0,8.2
100570,F,69,112.6
100571,M,30,77
100572,M,41,123.3
100573,M,9,23.4
100574,F,53,94.7
100575,F,50,59.8
100576,M,62,96.2
100577,F,27,58.3
100578,F,59,NA
100579,M,59,91.6
100580,M,65,82.3
100581,M,78,87.5
100582,M,54,84.5
100583,F,29,63.8
100584,M,63,84
100585,F,6,17.7
100586,M,80,88.7
100587,M,13,67.1
100588,M,0,9.8
100589,F,33,77.4
100590,M,24,99.6
100591,F,3,NA
100592,M,18,108.9
100593,M,9,53.4
100594,M,59,46.2
100595,F,10,57.2
100596,F,14,72.4
100597,M,71,71.2
100598,F,7,NA
100599,M,54,81.5
100600,F,4,13.7
100601,F,11,NA
100602,F,36,NA
100603,M,3,15.2
100604,M,4,15.5
100605,F,29,NA
100606,F,8,23.8
100607,M,19,71.7
100608,F,64,84.8
100609,M,6,21.7
100610,F,41,61.2
100611,M,43,83.8
100612,F,1,11.5
100613,M,26,106.5
100614,M,18,123.6
100615,F,4,17.3
100616,M,7,26.9
100617,M,76,96.4
100618,M,11,NA
100619,F,28,87
100620,F,11,43.7
100621,M,40,91.8
100622,M,43,59.3
100623,F,36,71.4
100624,M,23,85.2
100625,F,54,75.2
100626,M,1,11
100627,F,43,42.2
100628,M,33,100.1
100629,M,67,56.4
100630,M,18,73.8
100631,M,27,NA
100632,M,39,119.5
100633,M,61,79
100634,M,38,89.8
100635,M,39,97.1
100636,M,46,120.7
100637,F,16,48.8
100638,M,42,74.4
100639,F,80,78.2
100640,F,5,20.7
100641,F,24,49.1
100642,M,65,142.2
100643,F,7,28.3
100644,F,31,62.7
100645,F,2,11.1
100646,M,80,62.1
100647,M,33,62.6
100648,M,66,NA
100649,M,43,80
100650,F,61,NA
100651,F,5,32.2
100652,M,0,3.9
100653,M,25,88.8
100654,F,74,104.6
100655,F,10,40.1
100656,F,16,74.1
100657,F,57,132.3
100658,M,17,57.7
100659,F,7,21.4
100660,M,8,33.4
100661,M,14,81.6
100662,F,68,NA
100663,F,71,85.4
100664,F,1,9.1
100665,F,2,13
100666,F,11,48.2
100667,M,20,61.9
100668,F,5,20.1
100669,F,13,92.6
100670,M,41,77.7
100671,M,16,88
100672,F,25,75
100673,F,35,47.9
100674,M,80,67.1
100675,F,21,73
100676,M,1,13.1
100677,F,56,72.4
100678,F,9,50.1
100679,M,15,59.9
100680,M,18,72.8
100681,F,56,72.2
100682,M,6,21.8
100683,F,2,13.9
100684,F,35,65.1
100685,M,60,NA
100686,F,16,54.3
100687,F,19,NA
100688,M,9,23.7
100689,M,21,126.5
100690,M,0,4.6
100691,F,8,43.8
100692,M,62,83.4
100693,F,49,97.1
100694,M,3,17.1
100695,F,15,54.6
100696,M,70,86.9
100697,M,32,79.6
100698,F,48,60.8
100699,M,52,NA
100700,F,10,60.7
100701,F,33,116.5
100702,F,10,28.6
100703,F,0,6
100704,F,9,22.7
100705,F,56,93.7
100706,M,66,96.7
100707,F,34,71.6
100708,F,10,27.9
100709,M,38,76.2
100710,M,33,113
100711,F,69,59.1
100712,M,1,11.9
100713,F,38,67.6
100714,F,37,78
100715,F,51,89
100716,F,79,65.8
100717,F,49,120.1
100718,F,26,NA
100719,F,2,12.8
100720,M,59,77.7
100721,F,73,58.5
100722,F,15,44.2
100723,M,80,NA
100724,F,9,54.7
100725,F,67,66.6
100726,F,69,81.8
100727,M,26,83.3
100728,F,68,61.3
100729,M,3,17.3
100730,F,44,93.9
100731,M,6,23
100732,M,35,115.8
100733,F,44,86.9
100734,F,1,10.8
100735,F,76,62.1
100736,F,7,20.3
100737,F,4,19.7
100738,F,39,99.5
100739,M,79,97.6
100740,M,20,80
100741,M,66,84.7
100742,M,34,73.8
100743,F,52,77.5
100744,F,0,7.5
100745,M,64,80.8
100746,M,0,11.5
100747,F,55,77.4
100748,F,62,70.8
100749,M,21,95.4
100750,M,58,NA
100751,F,5,17.1
100752,M,42,58.7
100753,F,3,14.7
100754,M,54,107.9
100755,M,11,40.6
100756,M,60,67.2
100757,F,0,3.9
100758,F,4,16.3
100759,M,35,81.4
100760,F,63,65.6
100761,M,80,65
100762,M,80,NA
100763,F,11,64.9
100764,F,47,61.7
100765,F,48,56.5
100766,F,9,28.1
100767,F,7,25
100768,F,42,81.4
100769,F,9,42.7
100770,M,10,30.6
100771,F,68,79.4
100772,F,45,85.4
100773,M,2,12
100774,M,61,70.5
100775,F,21,50.6
100776,M,7,25.8
100777,M,16,NA
100778,F,18,50.6
100779,M,6,26.4
100780,M,54,94.4
100781,F,21,NA
100782,M,39,120
100783,M,15,88.5
100784,F,11,64
100785,F,3,16
100786,M,5,23
100787,M,72,85.4
100788,M,35,82.2
100789,F,37,NA
100790,F,60,78.6
100791,F,4,18.1
100792,F,68,151.7
100793,M,12,46.1
100794,M,17,61.3
100795,M,78,84.6
100796,M,19,57.7
100797,M,73,NA
100798,F,7,28.1
100799,M,11,NA
100800,F,76,66.7
100801,M,34,107.3
100802,F,51,91.9
100803,F,1,13
100804,M,12,47.3
100805,F,80,50.8
100806,M,3,14.5
100807,F,2,14.1
100808,F,16,111.7
100809,F,4,13
100810,F,2,NA
100811,F,1,10.5
100812,F,8,42.6
100813,F,16,55.4
100814,F,19,110.1
100815,F,53,59.6
100816,F,43,93.3
100817,F,60,72.5
100818,F,27,58.4
100819,M,30,58.9
100820,M,1,13.3
100821,F,68,70.4
100822,F,0,5
100823,M,3,18.3
100824,F,3,21.2
100825,F,37,116.6
100826,F,5,15.1
100827,F,45,79.4
100828,F,1,10.9
100829,M,43,97.9
100830,F,4,20.7
100831,F,74,61.9
100832,F,36,64.9
100833,M,0,10.3
100834,M,80,84.1
100835,M,2,13
100836,M,63,79.7
100837,M,68,79.6
100838,F,37,128.8
100839,F,2,NA
100840,M,76,74.7
100841,F,41,56.6
100842,M,7,28.4
100843,M,33,152.8
100844,M,59,72.7
100845,M,1,NA
100846,M,29,81.2
100847,F,57,130.8
100848,F,70,89.4
100849,M,26,146.8
100850,F,5,30
100851,F,71,72.1
100852,F,0,9.5
100853,M,80,92.9
100854,F,6,37.3
100855,F,30,63.5
100856,F,75,50.8
100857,F,13,31.4
100858,M,2,13.4
100859,F,17,104.5
100860,F,36,123.6
100861,M,36,154.9
100862,F,62,79.3
100863,F,0,6
100864,M,0,7.9
100865,F,52,54
100866,M,46,128
100867,F,2,10.3
100868,F,5,16.6
100869,F,4,29.6
100870,M,0,8.4
100871,M,10,30.6
100872,F,71,73.3
100873,M,15,NA
100874,M,55,61.1
100875,M,80,75.4
100876,M,77,77.4
100877,M,25,63.1
100878,F,0,7.6
100879,M,71,85.5
100880,M,46,99.8
100881,M,26,86.5
100882,M,18,65.7
100883,F,2,11.6
100884,M,18,104.6
100885,M,13,42
100886,F,72,99
100887,F,64,81.8
100888,F,8,29.5
100889,M,18,90.1
100890,F,68,75.1
100891,F,6,18.6
100892,M,23,79.9
100893,F,8,34.2
100894,F,17,53.5
100895,F,58,63.3
100896,F,28,95.8
100897,F,2,13.9
100898,F,42,69.3
100899,M,7,33.2
100900,F,2,13.4
100901,F,16,94.7
100902,F,52,56.5
100903,M,9,25.3
100904,F,17,57
100905,M,80,94.8
100906,M,1,10.5
100907,M,41,100.2
100908,F,12,50.2
100909,M,80,NA
100910,M,27,146.9
100911,M,26,107.3
100912,M,10,29.4
100913,F,23,70.3
100914,F,80,86.3
100915,M,67,95.8
100916,M,0,NA
100917,M,19,81.2
100918,M,80,NA
100919,M,80,61.8
100920,F,61,73.1
100921,M,3,16.4
100922,F,5,22.2
100923,M,22,69.7
100924,F,40,127.1
100925,F,45,74.4
100926,M,51,51.9
100927,F,9,32.5
100928,M,25,57
100929,F,40,107.1
100930,F,59,77.9
100931,F,11,55.4
100932,M,11,46.6
100933,F,65,56.8
100934,F,37,105.6
100935,M,20,72.8
100936,F,57,83.5
100937,M,55,90.1
100938,F,37,61.4
100939,F,15,65.5
100940,F,18,44.5
100941,F,80,44
100942,M,20,66.9
100943,F,42,96.6
100944,M,13,52.1
100945,M,10,25
100946,M,16,68.9
100947,F,37,99.1
100948,F,68,70.5
100949,F,51,97.5
100950,F,61,68.4
100951,M,62,86.3
100952,M,21,70.1
100953,M,0,4.4
100954,M,47,98.1
100955,M,64,69.2
100956,M,10,37.2
100957,M,3,13.7
100958,F,4,17.7
100959,M,10,28
100960,M,11,28.5
100961,F,20,49.4
100962,M,4,NA
100963,M,80,77.7
100964,M,16,58.8
100965,F,25,45.4
100966,F,37,53.2
100967,F,38,69.9
100968,F,65,111.9
100969,F,61,101.3
100970,M,16,57.2
100971,F,22,85.5
100972,M,57,96.7
100973,M,28,133
100974,M,15,78.2
100975,M,34,74.8
100976,F,10,41.1
100977,F,1,11.6
100978,F,18,48.5
100979,F,12,64.6
100980,F,30,73.2
100981,F,27,NA
100982,M,10,45
100983,F,42,72.1
100984,M,1,9.8
100985,M,23,71.7
100986,F,50,72.2
100987,M,60,76.3
100988,M,80,98.3
100989,F,68,61.3
100990,M,3,16.6
100991,F,9,30.6
100992,M,27,105.1
100993,M,7,19
100994,M,28,70.5
100995,M,1,12.6
100996,M,52,101.4
100997,F,60,112.2
100998,M,39,NA
100999,F,29,91.1
101000,F,12,42.5
101001,M,67,105.8
101002,F,37,49.8
101003,M,56,86.1
101004,M,29,58.6
101005,F,29,50.1
101006,M,76,69.9
101007,F,43,78.7
101008,F,1,12.8
101009,F,21,146.6
101010,M,71,87.1
101011,M,23,97
101012,F,3,12.8
101013,F,44,87.6
101014,F,42,59.1
101015,F,80,69.7
101016,M,8,24.4
101017,M,65,58.1
101018,M,77,56.8
101019,M,49,111.1
101020,M,15,76.1
101021,M,61,92.4
101022,M,75,131.2
101023,M,52,77.4
101024,M,53,74.7
101025,F,23,68.2
101026,F,61,66.7
101027,M,55,NA
101028,F,59,61.6
101029,M,14,64.6
101030,F,30,60.6
101031,M,27,89
101032,M,14,80
101033,M,63,93.5
101034,F,46,72.3
101035,F,15,56.2
101036,F,80,63.4
101037,F,41,106.8
101038,M,27,NA
101039,M,14,59.2
101040,M,61,89.8
101041,F,4,15.3
101042,M,13,47
101043,M,72,59.6
101044,F,3,14.5
101045,F,17,46.5
101046,M,68,103.7
101047,M,18,58
101048,M,15,68.8
101049,F,57,107.5
101050,F,10,NA
101051,M,57,82.9
101052,F,49,108.9
101053,M,0,8.5
101054,F,17,60.4
101055,F,15,NA
101056,M,61,NA
101057,M,12,40.8
101058,F,9,26.7
101059,M,12,41.4
101060,M,71,100.5
101061,F,29,NA
101062,M,4,16.4
101063,M,80,67.5
101064,M,28,96.9
101065,F,44,71.1
101066,M,5,19.1
101067,M,16,54.2
101068,F,55,47.2
101069,M,32,92.6
101070,F,34,89
101071,M,2,12.5
101072,M,2,NA
101073,M,62,63.6
101074,M,6,NA
101075,M,67,86.5
101076,F,22,58.8
101077,M,36,74.3
101078,M,62,101.5
101079,F,51,46.4
101080,M,14,43.3
101081,F,13,59.6
101082,F,3,17.1
101083,M,17,67.8
101084,F,46,67.3
101085,M,31,137.7
101086,M,32,104.5
101087,F,51,47.6
101088,F,80,87.8
101089,F,19,125.7
101090,F,17,62.8
101091,F,58,98.9
101092,M,13,48.3
101093,F,63,104.9
101094,M,14,66.7
101095,F,56,47.1
101096,F,56,81
101097,F,39,76.4
101098,F,3,18.3
101099,F,23,90.9
101100,F,10,51.7
101101,M,22,83.4
101102,M,80,90.8
101103,F,53,79.2
101104,F,0,5.2
101105,M,9,NA
101106,F,49,108.7
101107,F,44,68.8
101108,F,59,52.3
101109,F,60,119.8
101110,F,1,NA
101111,M,22,124.9
101112,F,45,48.7
101113,F,19,65.1
101114,F,11,52.4
101115,F,36,107.7
101116,F,1,9.7
101117,M,12,62.8
101118,M,26,120.3
101119,F,48,76.8
101120,F,80,51.6
101121,M,0,9.9
101122,M,30,76.6
101123,F,59,49.6
101124,M,76,94.5
101125,F,33,60.3
101126,M,37,135.6
101127,M,25,145.9
101128,F,6,34.6
101129,M,2,13.2
101130,F,19,54.6
101131,M,15,50.1
101132,M,31,81
101133,M,2,12.6
101134,F,30,83.9
101135,F,0,5.8
101136,M,76,106.1
101137,M,5,18.4
101138,F,33,118
101139,F,33,70.2
101140,M,10,NA
101141,M,54,107.8
101142,M,11,32.5
101143,M,80,108.4
101144,M,8,25.7
101145,M,2,15.2
101146,F,2,12.8
101147,F,58,57.7
101148,F,80,43.6
101149,M,59,116.6
101150,M,8,NA
101151,F,29,77.4
101152,M,19,111
101153,M,42,136.4
101154,M,0,7.5
101155,F,52,75.5
101156,F,11,39.6
101157,F,7,20.4
101158,M,7,29.1
101159,F,17,67.9
101160,F,49,65.7
101161,M,18,NA
101162,M,62,71.5
101163,F,60,67.1
101164,F,26,51.4
101165,M,1,11.9
101166,F,28,49.8
101167,M,0,NA
101168,F,18,47.1
101169,F,58,69.4
101170,F,2,15.4
101171,F,47,63.1
101172,F,31,NA
101173,F,66,52.4
101174,M,35,87.2
101175,M,55,90
101176,F,80,60.1
101177,M,64,66.5
101178,F,0,6.1
101179,F,62,53.3
101180,F,80,76.7
101181,F,50,61.9
101182,M,58,86.2
101183,F,80,82.7
101184,F,9,41.4
101185,F,57,70.1
101186,M,35,96.6
101187,M,33,72
101188,M,39,NA
101189,F,9,NA
101190,M,21,77.3
101191,F,35,76.9
101192,F,7,24.1
101193,M,63,74.4
101194,F,48,91.8
101195,F,71,74
101196,F,71,69.3
101197,M,14,78.6
101198,F,2,12.9
101199,F,61,47.2
101200,M,73,67.1
101201,M,55,74.6
101202,M,9,30.4
101203,M,14,52
101204,M,80,89.9
101205,F,14,73.1
101206,M,34,80
101207,F,70,NA
101208,F,14,45.2
101209,F,62,44.4
101210,F,0,5
101211,F,61,77.3
101212,F,62,95.5
101213,M,60,134.4
101214,M,23,71.2
101215,M,2,17.8
101216,F,55,107.2
101217,M,80,56.9
101218,M,74,79.9
101219,F,8,27
101220,F,35,72.8
101221,M,54,121
101222,M,48,96.1
101223,M,1,NA
101224,M,13,77.3
101225,M,2,NA
101226,M,44,83.5
101227,M,60,110.7
101228,F,30,65.6
101229,F,38,74.5
101230,F,50,77.3
101231,F,14,62.2
101232,M,65,93.2
101233,M,17,77.5
101234,F,9,38.7
101235,M,1,13.3
101236,M,26,66.5
101237,F,9,33.1
101238,M,36,80.4
101239,F,80,52.3
101240,F,16,62.3
101241,M,27,91.3
101242,F,57,65.1
101243,M,63,76.7
101244,F,15,52.6
101245,M,8,39.6
101246,M,54,95.7
101247,M,38,64.1
101248,M,52,106.8
101249,F,63,76
101250,F,38,92.5
101251,F,18,53.1
101252,F,33,98.5
101253,M,57,95.3
101254,F,29,51.7
101255,F,62,76.4
101256,F,34,138.6
101257,F,6,35.9
101258,M,45,112.6
101259,M,12,68
101260,F,80,59.4
101261,F,5,22.8
101262,M,25,127.3
101263,M,16,77
101264,M,31,73.1
101265,F,47,68.2
101266,F,67,81.5
101267,F,7,22.1
101268,M,2,12.1
101269,M,9,32.6
101270,F,11,35.8
101271,M,6,22.4
101272,F,11,90.2
101273,M,67,123.1
101274,F,65,74.8
101275,M,80,83.2
101276,M,8,28.4
101277,M,75,90.4
101278,M,44,98.5
101279,M,5,21.1
101280,F,45,NA
101281,F,34,59
101282,M,60,108.2
101283,F,56,106.2
101284,F,65,84
101285,M,30,112.1
101286,F,52,99.7
101287,F,10,35.9
101288,F,62,66.3
101289,F,26,84.5
101290,M,4,20.7
101291,F,61,66.6
101292,F,14,52.8
101293,F,22,NA
101294,F,39,95.3
101295,M,16,64.5
101296,M,2,12.9
101297,F,10,73
101298,F,60,82.7
101299,F,11,56.6
101300,F,35,72.3
101301,M,0,8.7
101302,M,17,65
101303,M,3,16
101304,M,10,28.2
101305,M,2,16.9
101306,F,14,55.9
101307,F,47,124
101308,F,25,76.9
101309,M,1,12.6
101310,M,17,99.4
101311,M,30,110.1
101312,F,80,68.1
101313,F,42,89.5
101314,M,12,34
101315,M,15,57.1
101316,M,22,70.4
101317,F,12,61.5
101318,F,18,53.1
101319,M,34,125.6
101320,M,80,75.4
101321,F,0,6.9
101322,M,57,84.9
101323,F,74,104.7
101324,M,35,78.2
101325,F,8,41.3
101326,F,16,55
101327,F,52,79.1
101328,F,67,69.5
101329,F,16,69.2
101330,F,22,58.7
101331,F,80,NA
101332,M,15,64.9
101333,F,71,62.3
101334,M,13,50.3
101335,M,80,74
101336,F,72,67.4
101337,M,13,NA
101338,M,2,11.9
101339,M,63,84
101340,M,80,95.7
101341,F,7,23.1
101342,F,41,159.9
101343,M,80,84.3
101344,F,16,48.2
101345,F,29,111.1
101346,M,8,32.6
101347,F,0,4
101348,F,80,77.1
101349,F,69,125.6
101350,M,46,119.3
101351,F,79,66.3
101352,M,16,54.2
101353,M,0,4.7
101354,F,10,29.1
101355,M,46,92.9
101356,F,54,53.4
101357,F,72,79.4
101358,F,24,NA
101359,F,52,75.7
101360,M,46,85.5
101361,M,6,17.9
101362,F,74,84.1
101363,F,69,NA
101364,F,11,NA
101365,M,30,96.1
101366,F,52,63.1
101367,F,0,4.8
101368,F,3,17.5
101369,F,53,79.7
101370,F,31,59.9
101371,F,6,16
101372,F,29,58.1
101373,M,9,37.9
101374,M,2,19.3
101375,M,53,72.6
101376,M,12,40.3
101377,F,7,NA
101378,F,34,64.8
101379,M,55,60
101380,M,9,28.9
101381,M,15,NA
101382,F,64,85.7
101383,M,0,7.8
101384,M,22,88.6
101385,F,28,123.2
101386,F,49,67
101387,F,73,63.2
101388,M,14,38.2
101389,M,42,92.9
101390,M,40,111.5
101391,F,74,64.4
101392,F,14,64.8
101393,F,80,57.2
101394,M,39,65.2
101395,M,14,58.8
101396,F,80,78.6
101397,M,25,119.6
101398,M,75,106.7
101399,M,41,81.9
101400,M,53,82
101401,M,52,59.3
101402,F,75,55.9
101403,F,11,37
101404,M,31,129.4
101405,F,56,84.7
101406,F,1,10.8
101407,F,65,64
101408,F,4,16.3
101409,M,9,30.9
101410,M,3,14.3
101411,F,59,109
101412,F,39,47.6
101413,M,12,48.2
101414,F,56,62.7
101415,F,38,53.2
101416,M,44,78.8
101417,F,9,26.3
101418,M,9,33
101419,M,1,12.4
101420,F,16,48.9
101421,M,58,89.2
101422,M,12,45.9
101423,F,61,38.5
101424,M,6,NA
101425,F,7,29.8
101426,F,41,124.9
101427,F,24,73
101428,F,1,11.8
101429,F,17,93.3
101430,F,42,56.4
101431,F,38,85.9
101432,F,74,85.3
101433,M,3,16.9
101434,F,70,56.2
101435,F,5,20.6
101436,M,75,NA
101437,F,19,NA
101438,F,48,71.9
101439,M,38,89.7
101440,F,10,35.3
101441,F,10,40.9
101442,F,67,104.8
101443,M,59,112.1
101444,M,63,107.8
101445,F,1,13.7
101446,F,30,57.5
101447,F,13,46.1
101448,M,49,83.6
101449,F,59,120.1
101450,M,39,94.7
101451,M,15,73.1
101452,M,2,NA
101453,F,1,14.1
101454,F,55,72.7
101455,F,66,89.8
101456,M,8,23.9
101457,F,0,NA
101458,F,67,50.8
101459,M,16,76.2
101460,F,5,21.3
101461,F,59,82.7
101462,F,23,156
101463,F,62,48
101464,F,50,50.2
101465,M,3,17.8
101466,M,77,NA
101467,M,39,108.7
101468,M,65,73.3
101469,M,38,NA
101470,F,57,100.8
101471,M,8,42.6
101472,F,51,65.6
101473,F,11,51.4
101474,M,11,34
101475,F,50,102.9
101476,F,2,11.8
101477,M,9,27.4
101478,M,60,69.3
101479,F,73,73.3
101480,M,64,81
101481,F,29,60.4
101482,F,16,57.2
101483,M,70,61.8
101484,M,49,88.4
101485,F,16,64.5
101486,F,60,71
101487,M,73,68.6
101488,F,64,84.7
101489,F,51,46.6
101490,F,78,69.2
101491,F,12,72.1
101492,M,6,21
101493,F,34,66.8
101494,F,11,36.4
101495,F,0,5.3
101496,M,11,44.4
101497,M,14,42.8
101498,M,71,121.5
